Time,Sample,P1,P2,P3,P4,P5,P6,P7,P8,P9
271.6875,4347,198,12.9,18.9,7.8,59.9,0.535,33.2,14.2,22
271.75,4348,211,74.2,8.91,4.69,58.3,0.572,13.3,12.1,20.2
271.8125,4349,124,81,8.21,7.57,59.6,0.571,11.2,5.65,10.8
271.875,4350,121,41.1,5.75,10.2,63.5,0.575,37.1,13.3,14.3
271.9375,4351,133,22.9,14.5,16.9,60.3,0.57,50.7,49.9,21.6
272,4352,129,27.1,19.4,27.4,56.6,0.567,42.7,56.3,19.6
272.0625,4353,177,60.5,16.1,24,58.7,0.968,27,30.2,11.2
272.125,4354,187,55.8,9.33,8.4,60.1,1.59,14.7,10.5,11.6
272.1875,4355,138,13.5,4.97,10.8,63,1.61,48,10.5,17.6
272.25,4356,105,33.6,12.4,18.6,58.8,1.31,75.9,9.01,18.4
272.3125,4357,107,60.8,25.6,16.6,54,1.12,60.6,24.4,12.9
272.375,4358,144,51.4,23.1,19.5,56.8,0.726,17.5,65.4,12.5
272.4375,4359,140,10.6,6.34,20.3,62.6,0.559,13,68.2,16.9
272.5,4360,161,11.6,5.18,9.65,58,0.566,24,32.2,19.9
272.5625,4361,173,72.8,4.55,11.9,58.9,0.553,64.9,21.1,16.1
272.625,4362,126,78.3,20,30.5,61.4,0.564,64.4,21,11.6
272.6875,4363,173,38.4,20.7,29.3,57.4,0.569,36.5,38,14.6
272.75,4364,159,24.1,7.86,16.3,59.7,0.577,31.1,70.5,19.9
272.8125,4365,172,40,5.61,28.4,56.1,0.74,11.5,66.6,18
272.875,4366,176,72,5.35,26.8,55.9,1.61,41.8,32.5,11.3
272.9375,4367,133,61.3,17.3,17.2,57.8,1.78,92.8,17.6,13.2
273,4368,158,13.6,23.8,22.8,57.3,3.74,83.5,10.9,18.4
273.0625,4369,122,28.1,17.6,20.2,58.5,3.65,14.8,6.16,16.9
273.125,4370,192,86.4,5.92,16.1,55.5,0.673,13.1,14.4,10.9
273.1875,4371,238,82.6,3.94,31.9,58,0.572,20.8,31.9,12.3
273.25,4372,184,12.9,6.23,41.7,58.7,0.58,58.9,66.5,19.5
273.3125,4373,132,12.6,15.3,33.3,64,0.598,56.6,60.8,18.7
273.375,4374,151,46.5,14.7,20.8,85.4,0.588,16.3,12,10.9
273.4375,4375,132,56.8,5.51,22.3,81.5,0.588,13.1,9,12.6
273.5,4376,191,35.9,5.25,51.8,58,0.578,12.8,10.3,19.8
273.5625,4377,203,10.5,5.49,71.8,55.6,0.565,58.3,13.1,19
273.625,4378,166,29.2,14.8,62.3,60.2,0.568,64.1,44.3,11.4
273.6875,4379,188,43.2,20.1,38.2,58.2,0.795,41.3,72.7,13
273.75,4380,132,36.1,15,21.6,56,1.82,32.5,60.4,21.4
273.8125,4381,156,17,5.07,14.5,57.2,1.85,15.2,19.1,20.3
273.875,4382,169,23,5.05,27.9,58.9,3.75,27.5,17.2,11.1
273.9375,4383,134,43.9,6.29,40.9,59.4,3.82,61.2,13.2,11.2
274,4384,179,39.1,20.4,38.4,59.4,1.2,68,7.25,21.9
274.0625,4385,160,11.1,20.5,28.7,57.2,0.71,41.5,27.9,23.4
274.125,4386,201,16.6,7.01,18.4,54.5,0.678,15.1,63.5,13.9
274.1875,4387,214,34.1,5.67,13.4,61.7,0.674,16.1,66,11.4
274.25,4388,128,35.7,4.64,34.2,61.7,0.57,51,34.3,18.4
274.3125,4389,154,20,17.1,35.3,60,0.57,54,14.8,22.1
274.375,4390,155,18.7,18.2,19.1,59.6,0.578,26.1,24.7,16.6
274.4375,4391,184,39.9,8.95,15.1,58.5,0.555,18,22.6,11.2
274.5,4392,186,43,6.11,10.2,68.1,0.56,12.9,11.5,14
274.5625,4393,126,24.4,5.02,30.1,68.8,0.566,29.2,22.5,20.8
274.625,4394,117,20.5,12.3,38.3,58.9,0.546,47.8,51.8,19.2
274.6875,4395,155,55.1,17.5,31.5,54.3,1.22,44.5,68.2,11.4
274.75,4396,193,53.8,14.1,22,59.6,1.4,25,48.8,11.9
274.8125,4397,165,16.8,5.91,20.8,58.3,4.21,13.5,8.59,19.9
274.875,4398,115,14.7,4.97,19.6,55.6,4.32,16.4,8.7,21.1
274.9375,4399,150,33,5.76,34.6,57.8,1.41,62.6,23.2,13.9
275,4400,163,35.4,12.8,43.5,57.4,0.727,68,23,11.2
275.0625,4401,115,19.6,12.5,32,57.5,0.576,30.9,5.53,14.9
275.125,4402,98,20.1,6.32,21.9,55.5,0.581,14,12.3,19.3
275.1875,4403,110,39.7,6.46,22.2,55.8,0.56,12.8,59,16.6
275.25,4404,122,38,5.95,18.9,56.9,0.588,18.9,71.6,11.1
275.3125,4405,140,16.4,9.72,29.1,57.1,0.568,55.2,54.7,12.4
275.375,4406,178,27,8.83,37.5,57,0.598,58.1,36.7,19
275.4375,4407,179,48.5,6.74,27.2,55.7,0.583,29.2,13.2,18.2
275.5,4408,123,43.1,7,19.3,55.2,0.58,17.2,6.53,11.1
275.5625,4409,104,15.4,5.79,27.4,56.6,1.53,11.2,3.33,11.8
275.625,4410,127,25,11.1,24.3,57.8,1.78,19.7,4.48,15.2
275.6875,4411,109,43.7,14,42,55.8,1.44,65.1,25.6,16.2
275.75,4412,112,38.8,10.9,48.4,55.4,1.24,69.8,60.4,13
275.8125,4413,113,15,5.71,25.9,55.2,0.877,34,74.9,11.2
275.875,4414,98.1,47.9,5.06,7.55,54.4,0.657,15.8,60.2,14.3
275.9375,4415,134,54.8,6.63,15.8,59.3,0.564,19.4,32.9,20.2
276,4416,113,40.5,17.9,17,58.2,0.605,40,8.35,18
276.0625,4417,138,35.9,17.3,30.9,54.3,0.611,42.8,4.47,10.9
276.125,4418,153,66.4,5.79,41.6,54.9,0.587,30.7,5.37,11.9
276.1875,4419,98.5,70.5,6.56,32.2,55.4,0.599,23.5,45.7,16.2
276.25,4420,128,32,6.08,16.1,57.5,0.587,10.6,69.3,15.7
276.3125,4421,123,46.9,15.6,14.4,55.7,0.571,10.7,70.7,11.3
276.375,4422,84.9,71.3,18.5,13.1,56,0.758,52,48.3,11.3
276.4375,4423,101,61,11.8,25.4,55.6,1.16,53.5,10.6,18.1
276.5,4424,101,27.5,5.53,44.2,54,1.16,27.6,7.63,18.5
276.5625,4425,101,46.7,4.78,45.8,58.7,1.19,24.7,2.99,11.9
276.625,4426,110,51.5,13.2,31,56.1,1.22,11.5,4.64,11.1
276.6875,4427,126,31.6,18.7,20.4,56.2,0.762,23.3,35.3,12.1
276.75,4428,139,27.9,15,20.3,56.2,0.533,43.6,64.4,17.7
276.8125,4429,114,42.1,6.47,39.6,55.4,0.555,42.6,60.5,16.8
276.875,4430,70.3,42.5,4.87,47.9,59.4,0.559,24.2,35.2,11
276.9375,4431,124,18.2,6.36,35.9,57.4,0.579,14.7,26.9,11.5
277,4432,127,27.7,27.7,21.3,58,0.564,9.21,16,13.7
277.0625,4433,110,40,27.5,12.9,59.2,0.576,40.1,6.83,19.8
277.125,4434,134,34.9,6.53,21.3,56.6,0.583,45.3,3.69,18.3
277.1875,4435,98.6,20.2,6.45,45,56.4,0.642,25.7,31.9,11
277.25,4436,69.3,40.4,5.73,50.5,57.4,1.38,19.1,65.2,11.4
277.3125,4437,114,43.4,18.9,33.2,55.8,1.49,13.8,65.4,20.7
277.375,4438,110,19,18.6,19.1,56.1,1.98,14.1,65.4,21.9
277.4375,4439,97.5,28.1,5.17,16.4,58.2,1.86,59.4,60.3,13.8
277.5,4440,106,39.2,5.21,45.6,56.6,0.47,65.8,21.1,11.2
277.5625,4441,95.7,31,5.63,52.6,55.3,0.533,33.2,7.78,13.2
277.625,4442,126,12.6,18.1,29.1,55.5,0.564,14.5,12.1,18.4
277.6875,4443,142,15.1,25.4,16.7,56.2,0.55,10,59.9,17
277.75,4444,146,22.1,19.1,15.6,56.3,0.554,42.7,68.3,11
277.8125,4445,130,17.2,6.27,31.6,56.3,0.574,52.6,36.6,11
277.875,4446,93.2,5.77,5.13,44.7,55.7,0.556,32.4,28.8,15.9
277.9375,4447,115,19.4,13.5,35.9,54.6,0.537,15.5,71.2,19.6
278,4448,118,19.6,18.8,19,55.8,0.554,13.5,71.2,15.9
278.0625,4449,126,6.59,14.7,13.2,57.8,0.519,7.89,29.6,11
278.125,4450,125,19.5,6.41,19.3,57.5,0.57,34,55.6,11.4
278.1875,4451,93.6,41.9,5.05,30.9,57.2,0.588,40.6,81.4,11.5
278.25,4452,87.6,38.1,8.17,26.3,56.6,0.53,33.7,63.4,10.8
278.3125,4453,115,9.39,22.6,9.14,54.4,0.545,28.6,22.2,10.8
278.375,4454,125,28.3,21.8,8.56,55.1,0.543,15.8,24.1,10.9
278.4375,4455,186,55.2,6.28,8.98,56.9,0.555,18.3,61.8,10.8
278.5,4456,192,50.4,5.67,7.01,54.5,0.557,47.1,79.9,10.8
278.5625,4457,123,16.5,5.86,4.92,54.5,0.537,50.8,58,11
278.625,4458,120,34.7,22,4.14,57.1,0.541,29.2,64.1,11.2
278.6875,4459,111,66.2,22.2,4.56,57.1,0.547,16.2,85.9,11.1
278.75,4460,87.5,57.9,8.13,6.18,58.4,0.558,9.27,63.8,10.9
278.8125,4461,80.9,13.2,6.55,7.31,57.8,0.55,36.8,25.3,11.7
278.875,4462,116,5.28,5.14,6.35,55.3,0.535,107,37.2,11.6
278.9375,4463,113,30.4,16.5,4.53,54.5,0.544,101,69,11
279,4464,90.4,36.3,23,9.89,57.1,0.529,14.3,73.3,11.1
279.0625,4465,79,21.5,17.2,10.4,57.8,0.554,9.2,45.5,11
279.125,4466,65.1,8.52,5.24,6.34,57.1,0.565,17.6,41.5,10.8
279.1875,4467,87.9,30.7,4.61,5.41,57.4,0.548,57.1,75.1,10.9
279.25,4468,78.8,32.5,13.6,6.23,56.8,0.555,62.6,84.9,10.9
279.3125,4469,97.4,14.8,21.7,8.71,57.6,0.544,32.3,57.8,10.9
279.375,4470,90.7,10,18,8.01,55.7,0.534,17.1,45,10.9
279.4375,4471,87.1,37.5,5.48,4.97,56.3,0.551,15,79.3,10.8
279.5,4472,113,43.4,4.04,4.87,57.9,0.556,30.5,81.8,11
279.5625,4473,89.5,24,4.82,5.6,55.5,0.55,46.8,48.5,10.9
279.625,4474,95,9.94,25.3,5.33,58.1,0.54,46.5,25.5,10.8
279.6875,4475,103,26.4,25.4,5.17,57.4,0.535,31.2,54,10.9
279.75,4476,83.9,54.9,6.77,5.96,55.3,0.543,12.5,81,10.9
279.8125,4477,112,50.6,5.95,5.98,55.5,0.541,13.5,81.8,10.9
279.875,4478,121,15.9,4.74,15.2,55.1,0.545,41.1,72.5,10.9
279.9375,4479,87.8,5.82,18,24.3,55.7,0.537,42,79.9,10.9
280,4480,87.3,30.9,20.8,31.9,56.4,0.546,15.7,65.5,10.8
280.0625,4481,84.7,33,12.1,28.7,56.6,0.596,17.4,22.9,10.9
280.125,4482,119,17.7,5.31,15.2,56.2,0.662,16.4,15.1,11.2
280.1875,4483,152,13.3,5.07,8.34,56,0.634,15.7,42.6,11.6
280.25,4484,125,25.4,20,17.4,54,0.578,33.5,75.8,11.4
280.3125,4485,120,36.9,24.5,22.9,56.3,0.57,30.7,84.8,11.2
280.375,4486,113,27.8,15.5,20.2,58.4,0.573,8.39,69.6,10.9
280.4375,4487,155,7.35,5.49,15.3,56.5,0.573,8.66,75.5,10.7
280.5,4488,169,27.4,5,21.9,57.4,0.555,7.02,66.1,10.9
280.5625,4489,107,38,9.91,32.8,55.8,1.12,11.2,22.2,10.9
280.625,4490,92.4,27.7,19.1,42.6,54.9,1.82,78.5,20.3,10.8
280.6875,4491,102,8.81,17.3,35,56.9,2.04,78.9,61.3,10.8
280.75,4492,111,26.1,5.31,15.1,56.2,5.33,17.5,79.2,10.8
280.8125,4493,102,32.1,5.02,13.2,56.2,6.66,14,74.7,10.9
280.875,4494,111,19.9,6.91,21.3,56.9,4.24,8.65,78,10.8
280.9375,4495,102,6.72,29,28.6,54.8,0.574,25.3,71.1,10.9
281,4496,95,19.3,28.7,28.6,54.6,0.581,55.6,42.1,11.3
281.0625,4497,133,28.1,5.74,27.5,55.9,0.549,50.7,13.1,11.3
281.125,4498,121,22.4,4.66,21.6,55.1,0.539,18.5,33,11
281.1875,4499,77.1,8.95,4.52,16.8,56.6,0.569,20.1,71.7,10.9
281.25,4500,80.7,19.7,24.7,23.8,58,0.568,13.7,87.7,10.9
281.3125,4501,107,36.7,25.6,31.4,56.1,0.554,37.3,69.1,11
281.375,4502,90.1,31.9,9.98,26.8,56.2,0.998,52.9,67,10.9
281.4375,4503,71.8,7.64,6.91,17.4,57.9,1.04,42.1,58.5,10.9
281.5,4504,81.1,17.8,4.56,23,57.5,0.998,21.6,10.6,10.8
281.5625,4505,80,36.3,12.4,22,55.9,1.14,11.3,11.9,10.8
281.625,4506,101,34,18.3,13.8,56.3,0.842,4.36,33.9,10.8
281.6875,4507,98.5,12.5,14.5,10.9,57.6,0.592,33.5,71.9,10.8
281.75,4508,110,27.7,4.98,20,55.9,0.613,47.2,87,10.8
281.8125,4509,114,45.1,4.75,25.9,57.2,0.506,41.5,86.5,10.8
281.875,4510,80.2,37.2,5.47,18.4,57.9,0.61,26.4,77,10.8
281.9375,4511,66.2,12.4,22.9,11.4,55.4,0.667,11.5,43.9,10.8
282,4512,111,12.9,23.2,12.4,55.9,0.535,7.46,9.84,10.8
282.0625,4513,105,57.3,6.89,12.5,56.6,0.529,31.5,8.58,10.8
282.125,4514,89,59.3,5.31,16.4,56,0.6,60.7,49.9,10.8
282.1875,4515,129,20.3,3.91,15.1,57.6,0.606,57.1,82.3,10.8
282.25,4516,117,8.66,14.4,11.8,56.6,0.659,26.6,94,10.8
282.3125,4517,119,46.3,23.1,11.3,54.7,0.693,13.4,90.2,10.8
282.375,4518,135,52.6,19.2,10.6,56.1,0.603,14,67.3,10.8
282.4375,4519,102,27.4,6.35,22.5,56.1,0.643,31.1,30.2,10.8
282.5,4520,59.3,12.1,3.66,29.6,54.8,0.623,38.6,5.04,10.9
282.5625,4521,75.4,45.9,4.85,23.4,56.4,0.537,30.1,9.02,10.8
282.625,4522,87.1,62.1,12.8,11.8,58.1,0.603,20.9,35.4,10.8
282.6875,4523,98.7,49,12.8,6.49,56.8,0.661,15.2,74.8,10.8
282.75,4524,103,25.8,5.88,5,56.4,0.892,10.3,92.9,10.8
282.8125,4525,79,9.55,5.03,13.7,57.1,0.873,41.6,79.7,10.8
282.875,4526,67.3,39.7,5.06,21.4,57.3,0.633,53.4,49.5,10.8
282.9375,4527,82.1,62.5,13.7,20.9,56.9,0.642,37.9,17.9,10.8
283,4528,88.2,63.1,14.8,19.4,58.1,0.61,21.8,3.64,10.8
283.0625,4529,82.1,41.2,8.26,16.7,55.4,0.732,16.2,8.44,10.8
283.125,4530,66.6,14.7,5.19,8.88,55,0.767,22.9,44.5,10.8
283.1875,4531,67.6,65.4,5.07,12.1,59.6,0.631,40,78.3,10.8
283.25,4532,81.2,79.2,8.29,18,58.1,0.617,39.3,92.9,10.8
283.3125,4533,115,53.5,19,36.4,54.6,0.701,25.2,77.4,10.8
283.375,4534,110,27.2,18.1,35.4,57.4,0.761,15.4,41.7,10.8
283.4375,4535,61.9,55,5.4,17.1,59.2,0.666,7.92,21.4,10.8
283.5,4536,80.1,56.4,5.15,13.9,56.6,0.59,31.8,18.7,10.8
283.5625,4537,89.6,22.9,5.5,16.6,56.9,0.597,48,9.93,10.8
283.625,4538,107,19.1,23,37.9,57.9,0.642,43.2,41.2,10.8
283.6875,4539,112,33.1,23.3,39.1,56.5,0.632,26.3,80.7,10.8
283.75,4540,115,37.6,6.95,24.3,55.5,0.614,12.3,95.1,10.8
283.8125,4541,105,19.2,4.91,34.8,57.5,0.684,9.38,80.7,10.8
283.875,4542,81.4,6.78,4.36,32.4,56.2,0.628,40.7,48.2,10.8
283.9375,4543,107,32.1,7.62,14.6,55.6,0.594,50.7,3.71,10.8
284,4544,116,36.2,22.2,16.4,58,0.625,46.5,3.74,10.8
284.0625,4545,116,20.4,21.8,22.9,57.5,0.6,37.2,3.43,10.9
284.125,4546,99.9,13.3,6.18,24.3,55.1,0.611,14.9,6.3,10.9
284.1875,4547,110,31,4.54,22.5,56.1,0.641,5.71,32.6,10.8
284.25,4548,105,32.2,6.87,23.6,58.1,0.64,41.7,74.1,10.8
284.3125,4549,98.4,15.2,21.5,28.9,56.3,0.609,49.7,96.5,10.8
284.375,4550,135,11.9,21.2,29.1,56.5,0.636,33.6,87.5,10.9
284.4375,4551,129,34.5,6.63,42.4,57.4,0.649,22.3,53.5,10.8
284.5,4552,122,35.1,5.42,43.7,55.4,0.605,11.8,8.34,10.8
284.5625,4553,106,10.4,4.42,31.2,55.1,0.614,11.4,4.52,10.8
284.625,4554,116,16.8,13.9,32.3,57.2,0.582,39.1,5.11,10.8
284.6875,4555,138,28.8,17,33.8,55.6,0.585,46.7,12.7,10.9
284.75,4556,121,25.8,11.5,45.6,55.7,0.622,36.1,14.5,10.8
284.8125,4557,119,10.5,5.89,46.1,57.9,0.646,26.6,58.7,10.8
284.875,4558,104,18,4.94,38.4,56.6,0.7,13.4,89.8,10.8
284.9375,4559,123,30.1,11.8,34.7,55.8,0.611,15.5,89.8,10.8
285,4560,129,31.6,17,27.9,56.2,0.608,42.6,61.2,10.8
285.0625,4561,119,20.2,13.8,22.4,55.3,0.634,45.6,21.6,10.9
285.125,4562,110,34.9,6.07,21.5,55.5,0.959,34.7,16.5,10.9
285.1875,4563,104,43.2,4.52,19.1,55.6,0.98,30.7,14.4,10.8
285.25,4564,97.6,27.4,7,11.1,53.8,0.618,15.6,21.4,10.8
285.3125,4565,72.5,10.9,14.8,10.8,56,0.612,6.82,65.3,10.8
285.375,4566,101,43.6,13.8,12.1,57.9,0.857,29.7,86.4,10.8
285.4375,4567,86.4,49.9,5.55,11.7,56,0.852,33.3,63,10.8
285.5,4568,95.3,28.3,5.61,11.9,58.1,0.599,16.6,23.2,10.8
285.5625,4569,106,16.1,4.71,9.79,57.7,0.559,12,14.1,10.8
285.625,4570,88.4,32.5,7.45,10.9,54.9,0.741,11.5,8.2,10.9
285.6875,4571,87.8,33,7.04,11.9,55.7,0.801,4.74,17.4,10.8
285.75,4572,102,13,5.28,12.3,55.6,0.632,49.4,66.9,10.8
285.8125,4573,102,25,5.47,13.3,54,0.566,59,87.3,10.8
285.875,4574,75.7,35.3,4.78,11.7,55.8,0.615,37.2,73.8,10.8
285.9375,4575,68.5,26.9,10.2,9.81,57.1,0.67,20.5,47.5,10.8
286,4576,62.3,9.16,12.2,8.44,56.9,0.681,9.99,15.5,10.8
286.0625,4577,81.2,31.1,8.26,9.17,56.6,0.61,6.33,9.72,10.8
286.125,4578,93.7,48.4,4.03,10.2,56.7,0.541,56.4,7.08,10.8
286.1875,4579,80.4,48.8,4.58,9.27,56.8,0.582,58.7,19.4,10.8
286.25,4580,71,31.6,15,7.55,55.3,0.593,19.7,62,10.7
286.3125,4581,66.8,41.8,24.2,7.63,56.4,0.586,14.3,86.7,10.8
286.375,4582,76.4,55,20.4,8.2,54.7,0.563,10.7,87,10.9
286.4375,4583,112,39.9,8.18,7.53,55.1,0.562,4.81,63.5,10.8
286.5,4584,95.6,18,5.85,9.7,57.2,0.589,91.4,22.8,10.8
286.5625,4585,70.4,41.6,5.06,11.2,55.8,0.566,97,8.45,11
286.625,4586,80.8,58.5,15.9,10.3,54.9,0.557,37.7,11.7,10.9
286.6875,4587,71.1,45.9,16.6,12.7,55.9,0.566,21.4,42.7,10.8
286.75,4588,95.1,23,7.71,13.2,57.1,0.545,10.1,77.4,10.8
286.8125,4589,107,39,5.2,9.4,56.5,0.55,4.41,89,10.8
286.875,4590,82.3,47,4.93,7.07,55.6,0.562,44,86.4,10.8
286.9375,4591,69.4,32.5,13.1,8.76,56.5,0.562,45.3,78,10.8
287,4592,81.4,24.4,15.4,10.6,56.1,0.562,24.9,49.4,10.8
287.0625,4593,72.8,42.2,9.98,9.16,56.3,0.567,23.4,14.8,10.8
287.125,4594,77.6,46.9,4.94,9.18,56.5,0.528,8.67,10.8,12.4
287.1875,4595,79.8,28.9,4.37,9.29,57.4,0.556,4.76,5.91,12.2
287.25,4596,64.7,23.7,5.43,10.2,57.7,0.579,41.1,3.15,10.5
287.3125,4597,73.9,29.3,19.6,9.49,55.3,0.553,47.9,7.22,10.8
287.375,4598,81.3,19.7,19.5,10,54.9,0.556,37.6,7.09,10.8
287.4375,4599,74,8.93,5.62,12.4,56.3,0.537,31.6,2.37,10.8
287.5,4600,117,32.8,4.92,31.6,58.4,0.552,14.4,2.1,10.9